activity_id,name,type,start_time_local,start_time_gmt,distance_m,duration_s,average_speed_mps,max_speed_mps,average_hr,max_hr,average_cadence_spm,steps,calories,elevation_gain_m,elevation_loss_m,training_load,training_effect,vo2_max,device_name
19998487328,Treadmill Running,treadmill_running,2025-08-09 07:10:40,2025-08-09 06:10:40,8580.599609375,3577.10302734375,2.3989999294281006,3.3589999675750737,141.0,174.0,157.625,9654,655.0,,,,3.299999952316284,,3606868094
20009582066,Long Run,treadmill_running,2025-08-10 08:10:51,2025-08-10 07:10:51,10379.3896484375,4130.22802734375,2.513000011444092,2.9110000133514404,143.0,157.0,164.59375,11320,763.0,,,,3.200000047683716,,3606868094
20019800209,Base,treadmill_running,2025-08-11 07:18:10,2025-08-11 06:18:10,7635.43017578125,2908.284912109375,2.625,2.8459999561309814,146.0,157.0,167.234375,8090,572.0,,,,3.299999952316284,,3606868094
20030840580,Treadmill Running,treadmill_running,2025-08-12 08:00:02,2025-08-12 07:00:02,5000.0,1508.0,3.315649867374005,3.507999897003174,168.33289124668434,182.0,177.46220159151193,3522,351.0,,,,3.700000047683716,,3606868094
20032734090,Strength,strength_training,2025-08-12 11:10:57,2025-08-12 10:10:57,,3232.373046875,,,115.0,154.0,,10,364.0,,,,2.0,,3606868094
20042155677,Treadmill Running,treadmill_running,2025-08-13 07:26:36,2025-08-13 06:26:36,4043.3701171875,2736.135986328125,1.4780000448226929,1.7079999446868899,125.0,140.0,116.984375,5380,383.0,,,,2.0,,3606868094
20063299362,Strength,strength_training,2025-08-15 07:10:37,2025-08-15 06:10:37,,2391.93505859375,,,103.0,146.0,,22,223.0,,,,0.8999999761581421,,3606868094
20063606975,Base,treadmill_running,2025-08-15 07:52:13,2025-08-15 06:52:13,5757.58984375,2178.736083984375,2.6429998874664307,2.874000072479248,158.0,168.0,170.78125,6198,471.0,,,,3.5,,3606868094
20083952290,Strength,strength_training,2025-08-17 08:38:25,2025-08-17 07:38:25,,752.14697265625,,,101.0,124.0,,24,73.0,,,,0.30000001192092896,,3606868094
20084386097,Base,treadmill_running,2025-08-17 08:52:32,2025-08-17 07:52:32,6424.43994140625,2477.635986328125,2.5929999351501465,2.865000009536743,151.0,162.0,171.140625,7062,511.0,,,,3.4000000953674316,,3606868094
20094470619,Coimbra Running,running,2025-08-18 07:24:13,2025-08-18 06:24:13,6014.39013671875,1888.7139892578125,3.184000015258789,3.638999938964844,165.0,178.0,173.90625,5456,435.0,13.0,11.0,,3.799999952316284,46.0,3606868094
20105584732,Vila Real de Santo António Walking,walking,2025-08-19 07:23:06,2025-08-19 06:23:06,3903.8701171875,3932.2509765625,0.9929999709129333,8.901000022888184,92.0,128.0,76.265625,5412,271.0,45.0,48.0,,0.6000000238418579,46.0,3606868094
20116797095,Vila Real de Santo António - Base,running,2025-08-20 07:14:33,2025-08-20 06:14:33,6045.18994140625,2147.489990234375,2.815000057220459,3.5269999504089355,161.0,177.0,171.0,6094,482.0,101.0,99.0,,3.5999999046325684,47.0,3606868094
20116878657,Vila Real de Santo António Running,running,2025-08-20 07:53:26,2025-08-20 06:53:26,1014.9500122070312,306.6570129394531,3.309999942779541,3.686000108718872,165.0,176.0,173.984375,898,72.0,14.0,20.0,,2.0999999046325684,47.0,3606868094
20127894259,Vila Real de Santo António - Base,running,2025-08-21 08:08:12,2025-08-21 07:08:12,5293.93017578125,1894.4100341796875,2.7950000762939453,3.4619998931884766,154.0,172.0,170.828125,5400,413.0,64.0,62.0,,3.299999952316284,47.0,3606868094
20147700306,Vila Real de Santo António Running,running,2025-08-23 07:25:16,2025-08-23 06:25:16,4007.159912109375,1361.998046875,2.9419999122619624,3.563999891281128,159.0,173.0,171.984375,3888,305.0,50.0,44.0,,3.0999999046325684,47.0,3606868094
20158058993,Loulé Running,running,2025-08-24 07:23:02,2025-08-24 06:23:02,4484.5400390625,1405.553955078125,3.190999984741211,3.6760001182556157,163.0,173.0,174.265625,4074,327.0,20.0,24.0,,3.4000000953674316,47.0,3606868094
20169209231,Loulé - Base,running,2025-08-25 07:40:59,2025-08-25 06:40:59,4585.56982421875,1495.56005859375,3.065999984741211,3.499000072479248,159.0,177.0,172.46875,4284,340.0,19.0,28.0,,3.299999952316284,47.0,3606868094
20202519497,Loulé - Base,running,2025-08-28 07:59:34,2025-08-28 06:59:34,5354.33984375,1853.9739990234375,2.888000011444092,3.246999979019165,159.0,175.0,171.109375,5268,413.0,27.0,37.0,,3.299999952316284,47.0,3606868094
20242844221,Coimbra Running,running,2025-09-01 08:41:54,2025-09-01 07:41:54,1868.1600341796875,609.5230102539062,3.0650000572204594,3.490000009536743,149.0,166.0,173.375,1754,133.0,,,,2.4000000953674316,48.0,3606868094
20243031986,Coimbra - Sprint,running,2025-09-01 08:53:17,2025-09-01 07:53:17,4289.56982421875,1877.27099609375,2.2850000858306885,6.77400016784668,148.0,171.0,146.046875,4504,359.0,8.0,5.0,,2.9000000953674316,48.0,3606868094
20267057208,Coimbra - Base,running,2025-09-03 12:56:47,2025-09-03 11:56:47,7001.31005859375,2580.306884765625,2.713000059127807,3.322000026702881,164.0,180.0,165.375,7134,566.0,10.0,2.0,,3.700000047683716,47.0,3606868094
20285933498,Coimbra - Base,running,2025-09-05 08:00:15,2025-09-05 07:00:15,8342.83984375,3120.39306640625,2.6740000247955322,3.7880001068115234,156.0,183.0,162.203125,8426,663.0,21.0,16.0,,3.799999952316284,47.0,3606868094
20295404426,Coimbra - Base,running,2025-09-06 08:16:07,2025-09-06 07:16:07,5263.83984375,1919.2679443359375,2.743000030517578,3.891000032424927,156.0,177.0,162.765625,5186,411.0,8.0,4.0,,3.299999952316284,47.0,3606868094
20317310562,Coimbra - Long Run,running,2025-09-08 07:48:34,2025-09-08 06:48:34,9434.4501953125,3899.466064453125,2.4189999103546143,3.9660000801086426,147.0,170.0,156.15625,10150,741.0,34.0,25.0,,3.200000047683716,47.0,3606868094
20336693815,Padel,paddelball,2025-09-09 22:59:28,2025-09-09 21:59:28,321.3500061035156,5042.6162109375,0.06400000303983688,2.2769999504089355,138.0,169.0,17.625,4112,772.0,,,,3.200000047683716,,3606868094
20342344897,Padel,paddelball,2025-09-10 14:04:10,2025-09-10 13:04:10,244.19000244140625,3709.697021484375,0.06599999964237213,2.1740000247955322,144.0,181.0,18.40625,3096,617.0,,,,3.4000000953674316,,3606868094
20346610057,Padel,paddelball,2025-09-10 21:35:42,2025-09-10 20:35:42,292.0199890136719,3604.87890625,0.08100000023841858,3.013999938964844,134.0,164.0,22.53125,3232,552.0,,,,2.700000047683716,,3606868094
20390488272,Coimbra Running,running,2025-09-15 09:11:58,2025-09-15 08:11:58,3756.02001953125,1293.3990478515625,2.9040000438690186,3.2839999198913574,152.0,173.0,167.5,3618,281.0,4.0,2.0,,3.0999999046325684,48.0,3606868094
20432111390,Coimbra - Long Run,running,2025-09-19 07:37:36,2025-09-19 06:37:36,5048.77001953125,1822.719970703125,2.7699999809265132,3.5920000076293945,161.0,182.0,162.796875,4952,398.0,10.0,7.0,,3.4000000953674316,48.0,3606868094
20436198255,Padel,paddelball,2025-09-19 13:38:08,2025-09-19 12:38:08,618.9600219726562,9843.7421875,0.06300000101327896,3.003999948501587,147.0,188.0,16.546875,7744,1451.0,,,,4.599999904632568,,3606868094
20472769657,Coimbra - Base,running,2025-09-23 07:18:29,2025-09-23 06:18:29,6007.7001953125,2099.760986328125,2.8610000610351562,3.759999990463257,153.0,178.0,171.25,5978,456.0,11.0,9.0,,3.5,48.0,3606868094
20503364595,Grândola - Base,running,2025-09-26 07:59:08,2025-09-26 06:59:08,5009.10009765625,1554.73095703125,3.221999883651734,3.5269999504089355,169.0,183.0,172.921875,4458,376.0,10.0,10.0,,3.799999952316284,48.0,3606868094
20522355414,Grândola Running,running,2025-09-28 07:49:06,2025-09-28 06:49:06,5589.490234375,2243.448974609375,2.490999937057495,3.956000089645386,158.0,170.0,162.84375,6124,467.0,49.0,50.0,,3.200000047683716,48.0,3606868094
20534902670,Long Run,treadmill_running,2025-09-29 11:59:31,2025-09-29 10:59:31,4931.10009765625,1868.1500244140625,2.640000104904175,3.2190001010894775,149.0,173.0,169.640625,5278,389.0,,,,3.299999952316284,,3606868094
20542947125,Base,treadmill_running,2025-09-30 06:47:19,2025-09-30 05:47:19,4580.47021484375,1872.18798828125,2.447000026702881,2.733999967575073,135.0,147.0,166.5,5268,336.0,,,,2.4000000953674316,,3606868094
20555671734,Coimbra Running,running,2025-10-01 11:53:48,2025-10-01 10:53:48,3400.6201171875,1024.863037109375,3.318000078201294,3.7230000495910645,167.0,183.0,173.28125,2950,246.0,3.0,,,3.299999952316284,48.0,3606868094
20566321260,Sprint,treadmill_running,2025-10-02 11:53:02,2025-10-02 10:53:02,7507.080078125,2846.14794921875,2.638000011444092,6.335999965667725,154.0,180.0,167.03125,7930,617.0,,,,3.9000000953674316,,3606868094
20571709027,Padel,paddelball,2025-10-02 21:53:17,2025-10-02 20:53:17,265.2699890136719,2964.431884765625,0.08900000154972076,2.733999967575073,146.0,172.0,21.34375,2772,543.0,,,,3.200000047683716,,3606868094
20574859889,Coimbra Running,running,2025-10-03 09:11:03,2025-10-03 08:11:03,5538.35009765625,2254.739013671875,2.4560000896453857,2.874000072479248,144.0,160.0,163.8125,6152,441.0,9.0,10.0,,3.0,48.0,3606868094
20583926952,Coimbra - Base,running,2025-10-04 09:00:26,2025-10-04 08:00:26,7046.56982421875,2521.572021484375,2.7950000762939453,4.078000068664551,154.0,172.0,172.203125,7220,545.0,15.0,10.0,,3.5999999046325684,48.0,3606868094
20615395848,Coimbra - Base,running,2025-10-07 12:32:16,2025-10-07 11:32:16,8659.099609375,3360.35693359375,2.5769999027252197,3.7880001068115234,149.0,171.0,167.25,9378,677.0,20.0,10.0,,3.299999952316284,48.0,3606868094
20625947668,Base,treadmill_running,2025-10-08 12:23:18,2025-10-08 11:23:18,6420.02978515625,2341.944091796875,2.7409999370574947,3.190999984741211,144.0,157.0,173.15625,6768,468.0,,,,3.200000047683716,,3606868094
20648496526,Padel,paddelball,2025-10-10 13:15:42,2025-10-10 12:15:42,820.530029296875,15870.8876953125,0.052000001072883606,3.4059998989105225,151.0,197.0,15.5,11372,2375.0,,,,5.0,,3606868094
20654514282,Padel,paddelball,2025-10-11 09:39:38,2025-10-11 08:39:38,665.3400268554688,6968.69091796875,0.0949999988079071,3.7320001125335693,164.0,188.0,22.046875,5732,1422.0,,,,5.0,,3606868094
20678687502,Padel,paddelball,2025-10-13 17:27:55,2025-10-13 16:27:55,405.5299987792969,4197.0517578125,0.09700000286102295,3.134999990463257,144.0,181.0,21.296875,3764,742.0,,,,3.299999952316284,,3606868094
20705998143,Coimbra - Base,running,2025-10-16 12:40:31,2025-10-16 11:40:31,3799.909912109375,1345.550048828125,2.8239998817443848,3.1540000438690186,157.0,167.0,169.140625,3782,295.0,4.0,1.0,,3.0,48.0,3606868094
20772430008,Coimbra - Base,running,2025-10-23 08:33:02,2025-10-23 07:33:02,6245.080078125,2399.73291015625,2.6019999980926514,3.3959999084472656,157.0,176.0,169.046875,6758,496.0,15.0,10.0,,3.200000047683716,47.0,3606868094
20787844871,Padel,paddelball,2025-10-24 21:09:31,2025-10-24 20:09:31,526.52001953125,6186.85888671875,0.08500000089406966,4.367000102996826,152.0,194.0,19.390625,5064,1016.0,,,,4.199999809265137,,3606868094
20799128501,Coimbra Running,running,2025-10-26 07:42:40,2025-10-26 07:42:40,6006.7998046875,2083.695068359375,2.882999897003174,3.5179998874664307,161.0,176.0,174.046875,6026,466.0,15.0,9.0,,3.5,47.0,3606868094
20808968110,Coimbra - Base,running,2025-10-27 07:11:16,2025-10-27 07:11:16,6586.27978515625,2432.30908203125,2.7079999446868896,3.3589999675750737,151.0,162.0,172.625,6990,511.0,18.0,13.0,,3.200000047683716,48.0,3606868094
20828290600,Base,treadmill_running,2025-10-29 06:41:14,2025-10-29 06:41:14,6254.14990234375,2400.967041015625,2.605000019073486,3.059999942779541,149.0,159.0,170.171875,6810,500.0,,,,3.299999952316284,,3606868094
20840730218,Coimbra - Base,running,2025-10-30 12:45:21,2025-10-30 12:45:21,7198.64990234375,2735.8740234375,2.63100004196167,3.9189999103546147,159.0,182.0,166.421875,7576,570.0,31.0,18.0,,3.4000000953674316,48.0,3606868094
20869118334,Padel,paddelball,2025-11-02 11:11:36,2025-11-02 11:11:36,621.0499877929688,6487.8740234375,0.09600000083446504,5.159999847412109,146.0,183.0,21.3125,6092,1048.0,,,,3.5999999046325684,,3606868094
20879293097,Coimbra - Base,running,2025-11-03 13:42:49,2025-11-03 13:42:49,6177.64013671875,2169.333984375,2.8480000495910645,3.703999996185303,159.0,176.0,167.375,6058,477.0,17.0,12.0,,3.4000000953674316,48.0,3606868094
20887165087,Coimbra - Base,running,2025-11-04 09:11:22,2025-11-04 09:11:22,7277.8701171875,2939.8349609375,2.4760000705718994,3.368000030517578,149.0,162.0,164.828125,8080,571.0,51.0,49.0,,3.0,48.0,3606868094
20899644452,Threshold,running,2025-11-05 13:07:07,2025-11-05 13:07:07,4594.93994140625,1709.9820556640625,2.687000036239624,3.4240000247955327,157.0,178.0,162.484375,4676,372.0,493.0,418.0,,3.299999952316284,,3606868094
20912261009,Gavião Walking,walking,2025-11-06 09:04:36,2025-11-06 09:04:36,24832.33984375,20049.5234375,1.2389999628067017,1.902999997138977,117.0,151.0,98.3125,34192,1903.0,427.0,319.0,,2.200000047683716,46.0,3606868094
20919230398,Abrantes Walking,walking,2025-11-07 09:39:25,2025-11-07 09:39:25,15365.8798828125,10484.1357421875,1.465999960899353,3.368000030517578,119.0,145.0,116.96875,20744,1006.0,103.0,223.0,,2.200000047683716,47.0,3606868094
20931489279,Constância Walking,walking,2025-11-08 08:28:10,2025-11-08 08:28:10,21943.98046875,17315.037109375,1.2669999599456787,4.833000183105469,111.0,142.0,100.765625,30190,1562.0,298.0,297.0,,1.5,46.0,3606868094
20940831815,Torres Novas Walking,walking,2025-11-09 08:06:35,2025-11-09 08:06:35,27438.26953125,21378.9453125,1.2829999923706055,2.4820001125335693,120.0,160.0,105.5625,38868,2087.0,602.0,305.0,,2.200000047683716,46.0,3606868094
20958006280,Coimbra - Threshold,running,2025-11-11 13:38:10,2025-11-11 13:38:10,9721.4501953125,3302.180908203125,2.944000005722046,3.825999975204468,173.0,189.0,167.015625,9208,779.0,18.0,11.0,,4.800000190734863,47.0,3606868094
20964650322,Recovery,treadmill_running,2025-11-12 06:34:07,2025-11-12 06:34:07,2706.199951171875,1877.041015625,1.4420000314712524,1.6610000133514404,135.0,143.0,112.84375,3550,313.0,,,,2.299999952316284,,3606868094
20985743093,Coimbra - Base,running,2025-11-14 11:11:39,2025-11-14 11:11:39,5545.66015625,2042.4539794921875,2.7149999141693115,3.5179998874664307,156.0,179.0,164.203125,5582,423.0,16.0,10.0,,3.200000047683716,48.0,3606868094
21002573328,Base,treadmill_running,2025-11-16 08:38:29,2025-11-16 08:38:29,5867.3701171875,2221.01611328125,2.6419999599456787,3.0980000495910645,143.0,151.0,166.390625,6154,432.0,,,,2.9000000953674316,,3606868094
21011807614,Coimbra - Base,running,2025-11-17 07:28:52,2025-11-17 07:28:52,7905.25,2974.364990234375,2.6579999923706055,3.38700008392334,149.0,158.0,167.28125,8298,609.0,9.0,9.0,,3.299999952316284,48.0,3606868094
21022928188,Coimbra - Base,running,2025-11-18 11:46:49,2025-11-18 11:46:49,5619.22998046875,2041.2030029296875,2.753000020980835,3.38700008392334,160.0,173.0,163.828125,5582,450.0,13.0,6.0,,3.4000000953674316,48.0,3606868094
21050887349,Coimbra - Base,running,2025-11-21 11:36:00,2025-11-21 11:36:00,6059.08984375,2343.089111328125,2.5859999656677246,2.930000066757202,154.0,164.0,169.0625,6578,507.0,25.0,14.0,,3.5,48.0,3606868094
21067089983,Coimbra Running,running,2025-11-23 09:18:29,2025-11-23 09:18:29,10006.16015625,3438.385009765625,2.9100000858306885,4.078000068664551,167.0,182.0,170.984375,9776,802.0,142.0,142.0,,4.599999904632568,48.0,3606868094
21086148467,Coimbra - Base,running,2025-11-25 11:44:12,2025-11-25 11:44:12,5062.490234375,2160.490966796875,2.3429999351501465,3.069999933242798,150.0,163.0,159.8125,5754,403.0,11.0,3.0,,2.700000047683716,48.0,3606868094
21095711921,Coimbra - Threshold,running,2025-11-26 11:49:52,2025-11-26 11:49:52,7674.0498046875,2628.136962890625,2.9200000762939453,3.7139999866485596,172.0,190.0,167.03125,7336,627.0,15.0,13.0,,4.300000190734863,48.0,3606868094
21112507733,Coimbra - Base,running,2025-11-28 09:40:47,2025-11-28 09:40:47,7047.64013671875,2880.424072265625,2.447000026702881,2.865000009536743,152.0,166.0,164.484375,7918,571.0,23.0,14.0,,3.200000047683716,48.0,3606868094
21138008818,Coimbra Running,running,2025-12-01 09:24:43,2025-12-01 09:24:43,9319.3095703125,3098.862060546875,3.0069999694824223,4.050000190734863,170.0,186.0,172.65625,8940,735.0,141.0,142.0,,4.900000095367432,48.0,3606868094
21157514377,Coimbra Running,running,2025-12-03 11:34:58,2025-12-03 11:34:58,3874.159912109375,1210.1429443359375,3.200999975204468,5.169000148773193,181.0,189.0,167.453125,3396,307.0,5.0,7.0,,3.5999999046325684,48.0,3606868094
21166698611,Coimbra - Tempo,running,2025-12-04 11:25:56,2025-12-04 11:25:56,7296.39990234375,2400.970947265625,3.0390000343322754,3.694999933242798,170.0,184.0,172.0625,6874,564.0,14.0,7.0,,4.099999904632568,48.0,3606868094
21174275948,Coimbra - Base,running,2025-12-05 09:17:15,2025-12-05 09:17:15,5745.490234375,2345.929931640625,2.4489998817443848,3.0420000553131104,156.0,171.0,162.1875,6320,465.0,11.0,9.0,,3.0999999046325684,48.0,3606868094
21203221561,Coimbra - Base,running,2025-12-08 16:05:19,2025-12-08 16:05:19,6060.509765625,2099.4599609375,2.88700008392334,3.2939999103546147,159.0,169.0,172.390625,6026,471.0,14.0,9.0,,3.5999999046325684,48.0,3606868094
21209946328,Tempo,treadmill_running,2025-12-09 11:08:44,2025-12-09 11:08:44,7799.27001953125,2763.658935546875,2.822000026702881,3.3399999141693115,155.0,172.0,169.578125,7788,586.0,,,,3.5999999046325684,,3606868094
21219798825,Coimbra - Base,running,2025-12-10 12:14:07,2025-12-10 12:14:07,5644.9501953125,1921.8900146484375,2.937000036239624,3.6019999980926514,157.0,175.0,167.375,5368,427.0,13.0,5.0,,3.5,48.0,3606868094
21236974451,Coimbra - Sprint,running,2025-12-12 11:38:04,2025-12-12 11:38:04,2483.85009765625,904.1829833984375,2.746999979019165,4.179999828338623,175.0,184.0,164.5,2470,211.0,6.0,4.0,,3.0,48.0,3606868094
21249237220,Coimbra - S. Silvestre Coimbra,running,2025-12-13 18:34:10,2025-12-13 18:34:10,9810.75,3132.160888671875,3.131999969482422,4.179999828338623,173.0,181.0,172.8125,9026,753.0,150.0,150.0,,4.800000190734863,48.0,3606868094
21261454281,Coimbra Running,running,2025-12-15 09:10:08,2025-12-15 09:10:08,5870.77001953125,2005.3780517578125,2.9279999732971187,3.555000066757202,151.0,169.0,176.71875,5894,435.0,15.0,13.0,,3.299999952316284,48.0,3606868094
21270778856,Coimbra - Base,running,2025-12-16 10:23:13,2025-12-16 10:23:13,4606.1298828125,2027.9739990234375,2.2709999084472656,3.003999948501587,138.0,147.0,157.625,5362,351.0,8.0,9.0,,2.299999952316284,48.0,3606868094
21279364709,Coimbra - Tempo,running,2025-12-17 09:13:10,2025-12-17 09:13:10,7168.56005859375,2359.611083984375,3.0380001068115234,4.078000068664551,161.0,176.0,173.21875,6798,537.0,16.0,11.0,,3.700000047683716,48.0,3606868094
21297085321,Coimbra - Tempo,running,2025-12-19 10:52:55,2025-12-19 10:52:55,8953.83984375,3000.5380859375,2.9839999675750732,3.7320001125335693,161.0,180.0,171.109375,8554,685.0,15.0,12.0,,4.099999904632568,49.0,3606868094
21323044080,Coimbra - Long Run,running,2025-12-22 13:20:37,2025-12-22 13:20:37,4356.0400390625,1644.833984375,2.648000001907348,3.6670000553131104,149.0,158.0,166.109375,4554,337.0,2.0,,,2.799999952316284,48.0,3606868094
21330459151,Coimbra - Base,running,2025-12-23 10:41:38,2025-12-23 10:41:38,7137.7900390625,2716.783935546875,2.6270000934600826,3.190999984741211,153.0,165.0,164.953125,7464,573.0,14.0,10.0,,3.299999952316284,49.0,3606868094
21338183324,Coimbra - Base,running,2025-12-24 08:57:36,2025-12-24 08:57:36,8110.4501953125,3060.535888671875,2.6500000953674316,3.331000089645386,155.0,175.0,167.046875,8506,639.0,11.0,8.0,,3.5,48.0,3606868094
21345825450,Coimbra Running,running,2025-12-25 09:28:50,2025-12-25 09:28:50,7182.35986328125,2181.3779296875,3.2929999828338623,4.563000202178955,168.0,186.0,173.21875,6296,519.0,82.0,193.0,,4.0,48.0,3606868094
21381131546,Coimbra - Base,running,2025-12-29 09:28:07,2025-12-29 09:28:07,7582.2099609375,2770.114990234375,2.736999988555908,3.25600004196167,154.0,163.0,167.25,7726,597.0,14.0,13.0,,3.5,48.0,3606868094
21391229395,Coimbra - Base,running,2025-12-30 10:43:40,2025-12-30 10:43:40,5592.7099609375,1954.72900390625,2.8610000610351562,3.686000108718872,154.0,168.0,169.78125,5526,429.0,8.0,4.0,,3.299999952316284,49.0,3606868094
21401379914,Coimbra - Base,running,2025-12-31 10:41:35,2025-12-31 10:41:35,10016.08984375,3689.200927734375,2.7149999141693115,3.5460000038146977,155.0,168.0,169.125,10406,796.0,26.0,16.0,,3.700000047683716,49.0,3606868094
21418889467,Coimbra - Threshold,running,2026-01-02 10:56:16,2026-01-02 10:56:16,8243.3095703125,2732.535888671875,3.0169999599456787,3.6480000019073486,159.0,177.0,169.640625,7726,615.0,26.0,19.0,,4.0,49.0,3606868094
21438551080,Coimbra - Long Run,running,2026-01-04 09:45:32,2026-01-04 09:45:32,12033.099609375,4371.36083984375,2.753000020980835,3.573999881744385,160.0,172.0,167.859375,12212,954.0,32.0,29.0,,4.0,49.0,3606868094
21449800028,Base,treadmill_running,2026-01-05 12:12:57,2026-01-05 12:12:57,5285.10986328125,1861.3360595703125,2.8389999866485596,3.302999973297119,144.0,153.0,171.984375,5320,366.0,,,,2.700000047683716,,3606868094
21460676181,Coimbra - VO2 Max,running,2026-01-06 12:12:13,2026-01-06 12:12:13,7949.830078125,2630.694091796875,3.022000074386597,3.956000089645386,163.0,181.0,168.171875,7382,606.0,10.0,5.0,,3.9000000953674316,49.0,3606868094
21469573648,Coimbra - Base,running,2026-01-07 09:25:15,2026-01-07 09:25:15,5341.97998046875,1882.5589599609375,2.8380000591278076,3.23799991607666,152.0,159.0,169.328125,5300,412.0,7.0,4.0,,3.200000047683716,49.0,3606868094
21489753639,Coimbra - Tempo,running,2026-01-09 08:32:28,2026-01-09 08:32:28,7815.22021484375,2584.35107421875,3.0239999294281006,3.86299991607666,164.0,182.0,170.671875,7340,598.0,11.0,5.0,,3.9000000953674316,49.0,3606868094
21504911699,Strength,strength_training,2026-01-10 17:07:06,2026-01-10 17:07:06,,3808.85009765625,,,117.0,163.0,,16,418.0,,,,2.0,,3606868094
21521747286,Coimbra - Base,running,2026-01-12 11:48:11,2026-01-12 11:48:11,9189.6103515625,3420.4130859375,2.687000036239624,3.45199990272522,163.0,174.0,166.25,9556,790.0,39.0,30.0,,4.199999809265137,49.0,3606868094
21532439438,Coimbra - Base,running,2026-01-13 11:45:29,2026-01-13 11:45:29,6694.27001953125,2520.571044921875,2.6559998989105225,3.125999927520752,155.0,165.0,165.484375,6938,548.0,16.0,8.0,,3.4000000953674316,49.0,3606868094
21543998063,Coimbra Running,running,2026-01-14 11:55:11,2026-01-14 11:55:11,10013.349609375,3309.714111328125,3.0250000953674316,3.6760001182556157,166.0,183.0,171.328125,9420,780.0,9.0,10.0,,4.400000095367432,49.0,3606868094
21564966185,Coimbra Running,running,2026-01-16 11:40:38,2026-01-16 11:40:38,6449.64990234375,2575.77001953125,2.5039999485015865,7.446000099182129,146.0,187.0,148.796875,6470,481.0,16.0,8.0,,3.0,49.0,3606868094
21584263432,Coimbra - Long Run,running,2026-01-18 08:40:03,2026-01-18 08:40:03,16171.0703125,5464.10009765625,2.9600000381469727,3.703999996185303,166.0,178.0,171.203125,15540,1261.0,85.0,80.0,,4.900000095367432,49.0,3606868094
21606390188,Coimbra - Base,running,2026-01-20 10:37:06,2026-01-20 10:37:06,5805.3701171875,2400.419921875,2.4179999828338623,3.45199990272522,139.0,150.0,160.671875,6424,436.0,13.0,8.0,,2.5,49.0,3606868094
21628276386,Coimbra - Base,running,2026-01-22 10:39:20,2026-01-22 10:39:20,8045.60009765625,3246.281982421875,2.4779999256134033,3.6110000610351567,147.0,163.0,157.34375,8586,621.0,19.0,11.0,,3.0,49.0,3606868094
21649260229,Coimbra Running,running,2026-01-24 12:10:40,2026-01-24 12:10:40,5985.419921875,2003.883056640625,2.986999988555908,3.5829999446868896,160.0,178.0,166.171875,5552,458.0,12.0,10.0,,3.5,49.0,3606868094
